Time,Variable,Value,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,96.22222222,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.073158031247395,-89.40139549954395",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),21.81613508,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,96.11111111,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07321438066739,-89.40134815953367",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),20.94898916,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,96,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.073197358449995,-89.40135866532306",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),30.89445583,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.88888889,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07318161724999,-89.40137477112968",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),5.869236109,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.77777778,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07318375964577,-89.4013869262744",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),12.17349672,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.66666667,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07318552633984,-89.40138635130717",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),1.316432669,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.55555556,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07314264926609,-89.40133461843403",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),18.70346094,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.44444444,,,,,
12:10:27 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:27 PM,GPS Location,"43.07314052442096,-89.40133470511113",,,,,
12:10:27 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:27 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:27 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:27 PM,Vehicle State 4 (Speed),1.111750194,,,,,
12:10:27 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:27 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:27 PM,Accessory A Type,Front Plow,,,,,
12:10:27 PM,Accessory A State,UP,,,,,
12:10:27 PM,Accessory B Type,Rear Spreader,,,,,
12:10:27 PM,Accessory B State,Medium,,,,,
12:10:27 PM,Accessory B Fill Level,95.33333333,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.073204251224695,-89.40125898837206",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),31.59423624,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,95.22222222,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.073256336232376,-89.40131778070564",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),22.74803034,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,95.11111111,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.073290008195336,-89.40128857869146",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),14.27855676,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,95,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.07324483029956,-89.4012083791719",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),29.30764131,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.88888889,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.0732482069617,-89.40121065673706",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),2.110964643,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.77777778,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.07327618009645,-89.40123812436258",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),12.2041062,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.66666667,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.07324082514512,-89.40124260798588",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),12.61437309,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.55555556,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.073204755405484,-89.40121678898193",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),13.01365889,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.44444444,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.073203239333246,-89.4012071617065",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),24.86026535,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.33333333,,,,,
12:10:28 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:28 PM,GPS Location,"43.07319127797132,-89.40121891233608",,,,,
12:10:28 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:28 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:28 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:28 PM,Vehicle State 4 (Speed),9.784883968,,,,,
12:10:28 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:28 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:28 PM,Accessory A Type,Front Plow,,,,,
12:10:28 PM,Accessory A State,UP,,,,,
12:10:28 PM,Accessory B Type,Rear Spreader,,,,,
12:10:28 PM,Accessory B State,Medium,,,,,
12:10:28 PM,Accessory B Fill Level,94.22222222,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.0731951980546,-89.40118780968183",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),13.88476671,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,94.11111111,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07319348599426,-89.40118697598149",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),0.68231263,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,94,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.073137477948706,-89.40116120543819",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),20.56838255,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.88888889,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07311733399289,-89.40113209651125",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),14.03950871,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.77777778,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07306752969918,-89.40110645845793",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),20.6464646,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.66666667,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07307884051799,-89.40106221905256",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),33.56745859,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.55555556,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07313259837986,-89.40102836003766",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),22.97635129,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.44444444,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07319864402601,-89.40104234104953",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),26.70111813,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.33333333,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07319800023448,-89.4010405523006",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),0.713424321,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.22222222,,,,,
12:10:29 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:29 PM,GPS Location,"43.07319827651239,-89.40104336280372",,,,,
12:10:29 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:29 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:29 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:29 PM,Vehicle State 4 (Speed),1.463429249,,,,,
12:10:29 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:29 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:29 PM,Accessory A Type,Front Plow,,,,,
12:10:29 PM,Accessory A State,UP,,,,,
12:10:29 PM,Accessory B Type,Rear Spreader,,,,,
12:10:29 PM,Accessory B State,Medium,,,,,
12:10:29 PM,Accessory B Fill Level,93.11111111,,,,,
12:10:30 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:30 PM,GPS Location,"43.07320755446678,-89.4010390686661",,,,,
12:10:30 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:30 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:30 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:30 PM,Vehicle State 4 (Speed),4.527492109,,,,,
12:10:30 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:30 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:30 PM,Accessory A Type,Front Plow,,,,,
12:10:30 PM,Accessory A State,UP,,,,,
12:10:30 PM,Accessory B Type,Rear Spreader,,,,,
12:10:30 PM,Accessory B State,Medium,,,,,
12:10:30 PM,Accessory B Fill Level,93,,,,,
12:10:30 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:30 PM,GPS Location,"43.073183035750205,-89.40099155624723",,,,,
12:10:30 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:30 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:30 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:30 PM,Vehicle State 4 (Speed),25.72741536,,,,,
12:10:30 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:30 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:30 PM,Accessory A Type,Front Plow,,,,,
12:10:30 PM,Accessory A State,UP,,,,,
12:10:30 PM,Accessory B Type,Rear Spreader,,,,,
12:10:30 PM,Accessory B State,Medium,,,,,
12:10:30 PM,Accessory B Fill Level,92.88888889,,,,,
12:10:30 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:30 PM,GPS Location,"43.073189306257525,-89.40101867694821",,,,,
12:10:30 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:30 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:30 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:30 PM,Vehicle State 4 (Speed),15.81435361,,,,,
12:10:30 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:30 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:30 PM,Accessory A Type,Front Plow,,,,,
12:10:30 PM,Accessory A State,UP,,,,,
12:10:30 PM,Accessory B Type,Rear Spreader,,,,,
12:10:30 PM,Accessory B State,Medium,,,,,
12:10:30 PM,Accessory B Fill Level,92.77777778,,,,,
12:10:30 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:30 PM,GPS Location,"43.073206517448696,-89.40105483595019",,,,,
12:10:30 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:30 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:30 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:30 PM,Vehicle State 4 (Speed),23.87289777,,,,,
12:10:30 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:30 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:30 PM,Accessory A Type,Front Plow,,,,,
12:10:30 PM,Accessory A State,UP,,,,,
12:10:30 PM,Accessory B Type,Rear Spreader,,,,,
12:10:30 PM,Accessory B State,Medium,,,,,
12:10:30 PM,Accessory B Fill Level,92.66666667,,,,,
12:10:30 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:30 PM,GPS Location,"43.07314703037578,-89.40101897900004",,,,,
12:10:30 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:30 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:30 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:30 PM,Vehicle State 4 (Speed),28.15909661,,,,,
12:10:30 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:30 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:30 PM,Accessory A Type,Front Plow,,,,,
12:10:30 PM,Accessory A State,UP,,,,,
12:10:30 PM,Accessory B Type,Rear Spreader,,,,,
12:10:30 PM,Accessory B State,Medium,,,,,
12:10:30 PM,Accessory B Fill Level,92.55555556,,,,,
